Velocity,Direction,label
0.2655696,4.227153488888889,0
0.30097973,3.628604056944445,0
0.1714297,2.7845951074999995,0
0.31939954,3.400145605555556,0
0.21667911,3.5917721222222223,0
0.33440953,3.409879061111111,0
0.23601922,3.3269139477777783,0
0.2693816,3.0749638419444447,0
0.28081378,3.284861122222222,0
0.18025678,4.9503129916666655,0
0.14320923,2.9657825244444456,0
0.2357455,3.5921027527777776,0
0.16490965,1.5347280955555556,0
0.25728247,3.441912375,0
0.23930272,3.268240591388889,0
0.19130152,4.535144832777778,0
0.13506949,3.867057749166667,0
0.22687604,4.412426753611112,0
0.14260478,3.3784232277777777,0
0.123757355,2.8067725936111105,0
0.12918855,3.559659841666666,0
0.1465322,4.005405344444444,0
0.15861298,3.719506283333333,0
0.3079874,2.6954243472222226,0
0.20358315,3.456260508333333,0
0.2391523,4.404330411111111,0
0.16622473,3.671684919444445,0
0.2994672,1.8854570763888887,0
0.12944812,3.2537603711111114,0
0.29893053,3.6812968777777777,0
0.19271998,3.2867957591666666,0
0.2119567,3.913149008333333,0
0.13493314,2.851592216666666,0
0.19472383,3.578432785833334,0
0.14948143,2.831600371111111,0
0.29362667,3.4450540744444447,0
0.23146018,4.345148644444445,0
0.36164328,4.599469124999999,0
0.2670561,3.865586080555555,0
0.4540834,4.246976833333333,0
0.38522217,3.3741011222222226,0
0.7710598,5.071556147222222,0
0.8095396,3.618329872222222,0
1.3503973,2.332937456388889,0
1.0876286,3.21870406111111,0
2.2006495,3.742492861111112,0
1.6482424,2.955549493888889,0
2.1409125,3.641931272777778,0
1.4962897,1.989675116666667,0
2.0324843,3.858035191666668,0
1.1989247,2.232085270555556,0
1.8733968,2.7576990666666665,0
1.0924926,4.232636462777777,0
2.12668,4.279229852777778,0
1.2403753,3.612836175,0
1.6671627,2.404761888888889,0
0.7368913,3.126107263333333,0
1.123342,2.8245657,0
0.63384444,4.128774066666666,0
0.90228975,2.6178667858333333,0
0.5450502,2.588137400555554,0
0.6113392,3.429162963888889,0
0.22552231,3.3483620805555554,0
0.27815038,2.9000473944444445,0
0.17300491,3.3687875805555554,0
0.31154078,3.1367701313888894,0
0.17870322,3.5529484833333345,0
0.2471189,2.5959436361111106,0
0.15656632,2.766851691944445,0
0.3109078,3.583761027222222,0
0.2106022,4.2462949638888885,0
0.38015723,4.30182088,0
0.22897512,4.061741505833333,0
0.2644289,3.094845502777778,0
0.15683469,3.5720148472222224,0
0.18881577,3.5037148972222227,0
0.14520305,3.1425810433333337,0
0.26684737,4.068111005555555,0
0.11105255,2.405396139444444,0
0.16541739,3.2525225277777774,0
0.16543613,3.659782902777778,0
0.2294549,3.644336965833333,0
0.15139878,1.793777966111111,0
0.2351254,2.6534264508333334,0
0.2007323,2.2809555219444446,0
0.15699564,3.824933802777778,0
0.13741645,3.144265280833333,0
0.24311735,3.592250513888889,0
0.22978768,3.6572667,0
0.4799638,2.4631481233333337,0
0.2832715,3.666136555555557,0
0.3885021,2.995862631666667,0
0.27874956,4.255568891666666,0
0.5539063,4.479211338888889,0
0.3792748,4.465148155555557,0
0.5486425,3.561643748888889,0
0.34739697,3.3374496011111106,0
0.5394829,3.331109826944444,0
0.25083098,3.743145891666666,0
0.3657191,3.868744052777777,0
0.23342384,3.904862102777778,0
0.3727071,4.03764868611111,0
0.23272121,3.4467722925,0
0.31607342,3.054066095833334,0
0.25612748,2.9069305252777786,0
0.37348676,3.0495823200000007,0
0.27338302,1.9868051649999996,0
0.4521787,3.247585685,0
0.31335875,3.7033967027777774,0
0.32387203,4.1584294744444446,0
0.19710077,3.334575368055555,0
0.23871216,3.950175311111111,0
0.15795617,2.9861463675,0
0.30393904,4.185708184166667,0
0.17913711,3.3536891683333336,0
0.19753036,2.553959373888889,0
0.13749415,3.056055813888889,0
0.2018746,3.609563180555556,0
0.13710502,3.3719909166666664,0
0.27723598,2.8085796636111118,0
0.21084289,2.6751986613888885,0
0.25438556,3.935530952777778,0
0.1765238,3.3787172583333334,0
0.24042454,2.840050835555556,0
0.19639477,2.550884284722222,0
0.22833876,4.320280688888889,0
0.21642356,3.0405042008333325,0
0.12847865,3.960268282500001,0
0.1738638,3.586283341944445,0
0.14205937,3.4336965430555555,0
0.2101153,4.090094875555555,0
0.1972855,2.994500516111111,0
0.24001475,2.549948558333333,0
0.15086299,1.9106371911111115,0
0.22355258,2.476426361944445,0
0.14839031,2.1550083466666674,0
0.20546046,4.506748638888889,0
0.21611075,3.1605013125000005,0
0.18268642,3.961755611111112,0
0.09576392,3.583300335555556,0
0.15772325,4.378875924999999,0
0.11594332,3.148776819444445,0
0.16053623,3.664779400000001,0
0.21348035,4.067293194444444,0
0.26749247,3.2806532905555543,0
0.14072978,2.993136411944444,0
0.16106816,3.407177539444445,0
0.1440312,2.849754077777779,0
0.14141868,4.345907136111112,0
0.18438931,4.030003477222222,0
0.1629386,3.883348786111112,0
0.1010895,3.1225486475,0
0.16693315,3.819567355555555,0
0.0970159,3.4074664416666667,0
0.14534976,3.797495120833333,0
0.16292715,4.254770105555555,0
0.15124336,2.7138150916666675,0
0.09088272,3.1666084236111107,0
0.113165714,2.8220813125,0
0.09635619,3.0335276944444454,0
0.13890953,3.806806564444444,0
0.1687958,4.396406502777777,0
0.11479384,3.42691366111111,0
0.07426866,3.658672769444444,0
0.10871666,3.781287761111111,0
0.081819326,3.960452936111112,0
0.12998286,4.430742429444445,0
0.17394012,3.0622125897222223,0
0.18789372,3.5451424880555567,0
0.108122766,3.302784736111111,0
0.14286877,2.9101084411111104,0
0.0863627,3.4098959524999994,0
0.09321359,2.746228673888889,0
0.15183921,4.332134813888888,0
0.15870859,1.975913355277778,0
