Time,Average Movement,Average Movement Size,Average Movement Direction
0.03333333333333333,9.354497354497354,3.058512277970673,-162.59992732089827
0.13333333333333333,3.4682498709344345,1.8623237825186132,-152.86468922105
0.23333333333333334,8.860122699386503,2.976595823988622,-157.10271786145955
0.3333333333333333,22.519685039370078,4.745491021945998,-156.02705007591496
0.43333333333333335,12.005208333333334,3.464853291747478,-157.33297440803838
0.5333333333333333,16.448317307692307,4.055652513183582,-161.87039727651216
0.6333333333333333,12.844827586206897,3.583968134094791,-157.78832643505052
0.7333333333333333,19.99618320610687,4.471709204108298,-157.57828021238993
0.9333333333333333,13.92020592020592,3.730979217337711,-157.6324745155223
1.0333333333333332,8.12565445026178,2.8505533586063216,-157.5247946046832
1.1333333333333333,10.65049504950495,3.2635096214819024,-160.48081880159518
1.2333333333333334,9.949056603773585,3.1542125172178213,-158.17535715212586
1.4333333333333333,6.711248285322359,2.5906077057945995,-157.9689975616907
1.5333333333333332,6.4178321678321675,2.533344068189745,-161.75865074378862
1.6333333333333333,6.911290322580645,2.6289333050841446,-161.02225025831922
1.7333333333333334,10.28042328042328,3.2063099164652313,-159.2449807777212
1.8333333333333333,11.577546296296296,3.4025793592944007,-159.65271605940805
1.9333333333333333,12.144144144144144,3.4848449239735397,-159.40222624364756
2.033333333333333,24.27570093457944,4.927037744383479,-156.28825035565416
2.1333333333333333,9.411596958174904,3.0678326157362146,-162.60018501739575
2.2333333333333334,18.851477449455675,4.341828813928029,-159.56611461811792
2.433333333333333,8.644385026737968,2.9401335049174158,-160.84723801823787
2.533333333333333,7.797872340425532,2.7924670706071955,-158.50857261237658
2.6333333333333333,8.450980392156863,2.907056998436196,-158.83249590352506
2.8333333333333335,9.307282415630551,3.050783901824341,-161.4718132324919
3.033333333333333,6.815270935960591,2.6106073883218426,-157.94826891633784
3.1333333333333333,8.145516074450084,2.8540350513702673,-159.08495736545177
3.2333333333333334,8.207213578500708,2.864823481211488,-157.6826977313859
3.3333333333333335,9.004152823920267,3.000692057496115,-159.7030140378794
3.433333333333333,10.906676783004553,3.3025258186734217,-160.92405998221477
3.533333333333333,10.064400715563506,3.1724439657090096,-162.98019487172067
3.6333333333333333,8.784172661870503,2.9638104969566634,-161.00832822176412
3.7333333333333334,9.88135593220339,3.1434624114506904,-157.4797353248704
3.8333333333333335,11.89622641509434,3.4490906649571187,-158.9530586763851
3.933333333333333,8.358662613981762,2.8911351773968925,-154.9626889002968
4.033333333333333,12.074503311258278,3.4748386021883486,-159.54279242002482
4.133333333333333,15.612380952380953,3.9512505555053012,-161.72098035522546
